AnimalName,symptoms1,symptoms2,symptoms3,symptoms4,symptoms5,Dangerous
Camel,Minor dandruff,No itching,Normal grooming,Normal activity,Normal coat,No
Camel,Minor change in behavior,No aggression,Normal appetite,Normal sleep,Normal movement,No
Camel,Minor swelling at vaccination site,No pain,No redness,Normal eating,Normal play,No
Camel,Minor skin irritation,No redness,No swelling,Normal coat,Normal appetite,No
Camel,Minor limp after exercise,No swelling,No redness,Normal walking,Normal running,No

Donkey,Seasonal hair loss,Itchy skin,Mild sneezing,Occasional paw licking,Minor dandruff,No
Donkey,Reduced appetite,Soft stool,Minor eye discharge,Intermittent limp,Chewing legs,No
Donkey,Minor tartar buildup,Frequent yawning,Low energy after play,Excessive shedding,Minor skin redness,No
Donkey,Temporary limp after running,Quick recovery,No swelling,Minor skin irritation,Normal temperature,No
Donkey,Minor ear wax build-up,Occasional head shaking,Clear nasal discharge,Frequent stretching,Healthy appetite,No
Donkey,Minor skin scaly patch,No pain,No swelling,Frequent scratching,Normal drinking,No
Donkey,Minor watery eyes,No redness,No swelling,Clear nasal discharge,Normal appetite,No
Donkey,Frequent gentle sneezing,No cough,No fever,Clear eyes,Active,No
Donkey,Minor crusty eyelashes,No matting,No inflammation,Normal playfulness,Normal eating,No
Donkey,Minor reluctance to move,No lameness,No swelling,Normal appetite,Normal drinking,No

Rabbit,Frequent grooming,Hairballs,Occasional soft stool,No weight loss,Normal appetite,No
Rabbit,Minor gingivitis,No bleeding,No swelling,Normal eating,Normal drinking,No
Rabbit,Minor sneezing,No discharge,No fever,Normal play,Normal appetite,No
Rabbit,Minor bad breath,No tartar,No swelling,Normal eating,Normal grooming,No
Rabbit,Minor hair loss,No redness,No swelling,Normal grooming,Normal sleep,No
Rabbit,Minor swelling at vaccination site,No pain,No redness,Normal eating,Normal play,No
Rabbit,Minor skin scaly patch,No open wound,No pain,Normal coat,Normal grooming,No
Rabbit,Minor watery eyes,No discharge,No redness,Normal play,Normal eating,No
Rabbit,Minor skin irritation,No redness,No swelling,Normal coat,Normal appetite,No
Rabbit,Minor change in eating habits,No vomiting,No diarrhea,Normal weight,Normal drinking,No

Chicken,Clear nasal discharge,No fever,Normal eating,Normal drinking,Normal preening,No
Chicken,Slight limp after running,No swelling,No redness,Normal walking,Normal eating,No
Chicken,Minor swelling at injection site,No pain,No redness,Normal eating,Normal drinking,No
Chicken,Minor skin redness,Insect bite,No swelling,Normal feathers,Normal eating,No
Chicken,Minor decrease in appetite,Hot weather,No weight loss,Normal drinking,Normal preening,No
Chicken,Minor feather loss,Seasonal molt,No redness,Normal grooming,Normal eating,No
Chicken,Minor eye watering,Wind exposure,No discharge,Normal vision,Normal eating,No
Chicken,Minor change in behavior,No aggression,No pain,Normal appetite,Normal sleep,No
Chicken,Minor dandruff,No itching,No redness,Normal feathers,Normal eating,No
Chicken,Minor change in eating habits,No vomiting,No diarrhea,Normal weight,Normal drinking,No

Duck,Clear nasal discharge,No fever,Normal eating,Normal drinking,Normal preening,No
Duck,Slight limp after swimming,No swelling,No redness,Normal walking,Normal eating,No
Duck,Minor swelling at injection site,No pain,No redness,Normal eating,Normal drinking,No
Duck,Minor skin redness,Insect bite,No swelling,Normal feathers,Normal eating,No
Duck,Minor decrease in appetite,Hot weather,No weight loss,Normal drinking,Normal preening,No
Duck,Minor feather loss,Seasonal molt,No redness,Normal grooming,Normal eating,No
Duck,Minor eye watering,Wind exposure,No discharge,Normal vision,Normal eating,No
Duck,Minor change in behavior,No aggression,No pain,Normal appetite,Normal sleep,No
Duck,Minor dandruff,No itching,No redness,Normal feathers,Normal eating,No
Duck,Minor change in eating habits,No vomiting,No diarrhea,Normal weight,Normal drinking,No

Turkey,Clear nasal discharge,No fever,Normal eating,Normal drinking,Normal preening,No
Turkey,Slight limp after running,No swelling,No redness,Normal walking,Normal eating,No
Turkey,Minor swelling at injection site,No pain,No redness,Normal eating,Normal drinking,No
Turkey,Minor skin redness,Insect bite,No swelling,Normal feathers,Normal eating,No
Turkey,Minor decrease in appetite,Hot weather,No weight loss,Normal drinking,Normal preening,No
Turkey,Minor feather loss,Seasonal molt,No redness,Normal grooming,Normal eating,No
Turkey,Minor eye watering,Wind exposure,No discharge,Normal vision,Normal eating,No
Turkey,Minor change in behavior,No aggression,No pain,Normal appetite,Normal sleep,No
Turkey,Minor dandruff,No itching,No redness,Normal feathers,Normal eating,No
Turkey,Minor change in eating habits,No vomiting,No diarrhea,Normal weight,Normal drinking,No

Parrot,Seasonal molting,Minor feather picking,Clear nasal discharge,Normal appetite,Active,No
Parrot,Frequent preening,Minor sneezing,No discharge,Normal play,Normal eating,No
Parrot,Minor swelling at vaccination site,No pain,No redness,Normal eating,Normal play,No
Parrot,Minor skin irritation,No redness,No swelling,Normal feathers,Normal appetite,No
Parrot,Minor dandruff,No itching,No redness,Normal grooming,Normal activity,No
Parrot,Minor beak flaking,No pain,Normal eating,Normal drinking,Normal play,No
Parrot,Minor change in behavior,No aggression,Normal appetite,Normal sleep,Normal movement,No
Parrot,Minor watery eyes,No redness,No swelling,Normal vision,Normal eating,No
Parrot,Minor limp after flight,No swelling,No redness,Normal walking,Normal flying,No
Parrot,Minor feather loss,No redness,No swelling,Normal preening,Normal eating,No

Pigeon,Minor feather loss,Seasonal molt,No redness,Normal grooming,Normal eating,No
Pigeon,Minor eye watering,Wind exposure,No discharge,Normal vision,Normal eating,No
Pigeon,Minor change in behavior,No aggression,No pain,Normal appetite,Normal sleep,No
Pigeon,Minor dandruff,No itching,No redness,Normal feathers,Normal eating,No
Pigeon,Minor change in eating habits,No vomiting,No diarrhea,Normal weight,Normal drinking,No
Pigeon,Clear nasal discharge,No fever,Normal eating,Normal drinking,Normal preening,No
Pigeon,Slight limp after flying,No swelling,No redness,Normal walking,Normal eating,No
Pigeon,Minor swelling at injection site,No pain,No redness,Normal eating,Normal drinking,No
Pigeon,Minor skin redness,Insect bite,No swelling,Normal feathers,Normal eating,No
Pigeon,Minor decrease in appetite,Hot weather,No weight loss,Normal drinking,Normal preening,No

Fish,Minor fin fraying,No redness,Normal swimming,Normal appetite,Clear eyes,No
Fish,Minor scale loss,No lesions,Normal breathing,Normal color,Active,No
Fish,Minor gill movement,No swelling,Normal eating,Normal swimming,Normal color,No
Fish,Minor color fading,No spots,Normal feeding,Normal activity,Clear water,No
Fish,Minor mouth opening,No swelling,Normal eating,Normal swimming,Normal gills,No
Fish,Minor tail bending,No lesions,Normal swimming,Normal color,Normal appetite,No
Fish,Minor dorsal fin folding,No redness,Normal swimming,Normal eating,Clear water,No
Fish,Minor body twitching,No swelling,Normal breathing,Normal color,Normal feeding,No
Fish,Minor scale roughness,No lesions,Normal swimming,Normal appetite,Clear eyes,No
Fish,Minor gill flaring,No redness,Normal eating,Normal swimming,Normal color,No

Tortoise,Minor shell flaking,No pain,Normal eating,Normal movement,Clear eyes,No
Tortoise,Minor skin dryness,No redness,Normal shell,Normal appetite,Normal drinking,No
Tortoise,Minor eye watering,No discharge,Normal vision,Normal eating,Normal movement,No
Tortoise,Minor sneezing,No cough,Normal breathing,Normal eating,Normal movement,No
Tortoise,Minor shell discoloration,No lesions,Normal eating,Normal movement,Clear eyes,No
Tortoise,Minor skin peeling,No swelling,Normal eating,Normal movement,Normal shell,No
Tortoise,Minor beak overgrowth,No pain,Normal eating,Normal drinking,Normal movement,No
Tortoise,Minor shell scratching,No bleeding,Normal eating,Normal movement,Clear eyes,No
Tortoise,Minor tail flicking,No swelling,Normal eating,Normal movement,Normal shell,No
Tortoise,Minor mouth opening,No swelling,Normal eating,Normal movement,Normal breathing,No

GuineaPig,Minor hair thinning,No redness,Normal eating,Normal drinking,Active,No
GuineaPig,Minor sneezing,No discharge,Normal play,Normal eating,Normal grooming,No
GuineaPig,Minor dandruff,No itching,Normal grooming,Normal activity,Normal coat,No
GuineaPig,Minor swelling at vaccination site,No pain,No redness,Normal eating,Normal play,No
GuineaPig,Minor skin irritation,No redness,No swelling,Normal coat,Normal appetite,No
GuineaPig,Minor eye watering,No discharge,Normal vision,Normal eating,Normal movement,No
GuineaPig,Minor limp after running,No swelling,No redness,Normal walking,Normal eating,No
GuineaPig,Minor change in eating habits,No vomiting,No diarrhea,Normal weight,Normal drinking,No
GuineaPig,Minor tail flicking,No swelling,Normal eating,Normal movement,Normal coat,No
GuineaPig,Minor mouth chewing,No swelling,No redness,Normal eating,Normal drinking,No

Hamster,Minor hair thinning,No redness,Normal eating,Normal drinking,Active,No
Hamster,Minor sneezing,No discharge,Normal play,Normal eating,Normal grooming,No
Hamster,Minor dandruff,No itching,Normal grooming,Normal activity,Normal coat,No
Hamster,Minor swelling at vaccination site,No pain,No redness,Normal eating,Normal play,No
Hamster,Minor skin irritation,No redness,No swelling,Normal coat,Normal appetite,No
Hamster,Minor eye watering,No discharge,Normal vision,Normal eating,Normal movement,No
Hamster,Minor limp after running,No swelling,No redness,Normal walking,Normal eating,No
Hamster,Minor change in eating habits,No vomiting,No diarrhea,Normal weight,Normal drinking,No
Hamster,Minor tail flicking,No swelling,Normal eating,Normal movement,Normal coat,No
Hamster,Minor mouth chewing,No swelling,No redness,Normal eating,Normal drinking,No

Ferret,Minor hair thinning,No redness,Normal eating,Normal drinking,Active,No
Ferret,Minor sneezing,No discharge,Normal play,Normal eating,Normal grooming,No
Ferret,Minor dandruff,No itching,Normal grooming,Normal activity,Normal coat,No
Ferret,Minor swelling at vaccination site,No pain,No redness,Normal eating,Normal play,No
Ferret,Minor skin irritation,No redness,No swelling,Normal coat,Normal appetite,No
Ferret,Minor eye watering,No discharge,Normal vision,Normal eating,Normal movement,No
Ferret,Minor limp after running,No swelling,No redness,Normal walking,Normal eating,No
Ferret,Minor change in eating habits,No vomiting,No diarrhea,Normal weight,Normal drinking,No
Ferret,Minor tail flicking,No swelling,Normal eating,Normal movement,Normal coat,No
Ferret,Minor mouth chewing,No swelling,No redness,Normal eating,Normal drinking,No

Goose,Clear nasal discharge,No fever,Normal eating,Normal drinking,Normal preening,No
Goose,Slight limp after swimming,No swelling,No redness,Normal walking,Normal eating,No
Goose,Minor swelling at injection site,No pain,No redness,Normal eating,Normal drinking,No
Goose,Minor skin redness,Insect bite,No swelling,Normal feathers,Normal eating,No
Goose,Minor decrease in appetite,Hot weather,No weight loss,Normal drinking,Normal preening,No
Goose,Minor feather loss,Seasonal molt,No redness,Normal grooming,Normal eating,No
Goose,Minor eye watering,Wind exposure,No discharge,Normal vision,Normal eating,No
Goose,Minor change in behavior,No aggression,No pain,Normal appetite,Normal sleep,No
Goose,Minor dandruff,No itching,No redness,Normal feathers,Normal eating,No
Goose,Minor change in eating habits,No vomiting,No diarrhea,Normal weight,Normal drinking,No

Quail,Clear nasal discharge,No fever,Normal eating,Normal drinking,Normal preening,No
Quail,Slight limp after running,No swelling,No redness,Normal walking,Normal eating,No
Quail,Minor swelling at injection site,No pain,No redness,Normal eating,Normal drinking,No
Quail,Minor skin redness,Insect bite,No swelling,Normal feathers,Normal eating,No
Quail,Minor decrease in appetite,Hot weather,No weight loss,Normal drinking,Normal preening,No
Quail,Minor feather loss,Seasonal molt,No redness,Normal grooming,Normal eating,No
Quail,Minor eye watering,Wind exposure,No discharge,Normal vision,Normal eating,No
Quail,Minor change in behavior,No aggression,No pain,Normal appetite,Normal sleep,No
Quail,Minor dandruff,No itching,No redness,Normal feathers,Normal eating,No
Quail,Minor change in eating habits,No vomiting,No diarrhea,Normal weight,Normal drinking,No

Swan,Clear nasal discharge,No fever,Normal eating,Normal drinking,Normal preening,No
Swan,Slight limp after swimming,No swelling,No redness,Normal walking,Normal eating,No
Swan,Minor swelling at injection site,No pain,No redness,Normal eating,Normal drinking,No
Swan,Minor skin redness,Insect bite,No swelling,Normal feathers,Normal eating,No
Swan,Minor decrease in appetite,Hot weather,No weight loss,Normal drinking,Normal preening,No
Swan,Minor feather loss,Seasonal molt,No redness,Normal grooming,Normal eating,No
Swan,Minor eye watering,Wind exposure,No discharge,Normal vision,Normal eating,No
Swan,Minor change in behavior,No aggression,No pain,Normal appetite,Normal sleep,No
Swan,Minor dandruff,No itching,No redness,Normal feathers,Normal eating,No
Swan,Minor change in eating habits,No vomiting,No diarrhea,Normal weight,Normal drinking,No

Peacock,Seasonal molting,Minor feather picking,Clear nasal discharge,Normal appetite,Active,No
Peacock,Frequent preening,Minor sneezing,No discharge,Normal play,Normal eating,No
Peacock,Minor swelling at vaccination site,No pain,No redness,Normal eating,Normal play,No
Peacock,Minor skin irritation,No redness,No swelling,Normal feathers,Normal appetite,No
Peacock,Minor dandruff,No itching,No redness,Normal grooming,Normal activity,No
Peacock,Minor beak flaking,No pain,Normal eating,Normal drinking,Normal play,No
Peacock,Minor change in behavior,No aggression,Normal appetite,Normal sleep,Normal movement,No
Peacock,Minor watery eyes,No redness,No swelling,Normal vision,Normal eating,No
Peacock,Minor limp after flight,No swelling,No redness,Normal walking,Normal flying,No
Peacock,Minor feather loss,No redness,No swelling,Normal preening,Normal eating,No

Lizard,Minor skin shedding,No redness,Normal eating,Normal movement,Clear eyes,No
Lizard,Minor tail loss,No bleeding,Normal movement,Normal appetite,Normal drinking,No
Lizard,Minor eye watering,No discharge,Normal vision,Normal eating,Normal movement,No
Lizard,Minor sneezing,No cough,Normal breathing,Normal eating,Normal movement,No
Lizard,Minor skin discoloration,No lesions,Normal eating,Normal movement,Clear eyes,No
Lizard,Minor skin peeling,No swelling,Normal eating,Normal movement,Normal skin,No
Lizard,Minor mouth opening,No swelling,Normal eating,Normal movement,Normal breathing,No
Lizard,Minor tail flicking,No swelling,Normal eating,Normal movement,Normal skin,No
Lizard,Minor mouth chewing,No swelling,No redness,Normal eating,Normal drinking,No
Lizard,Minor nose dryness,No cracking,No bleeding,Normal breathing,Normal eating,No

Frog,Minor skin shedding,No redness,Normal eating,Normal movement,Clear eyes,No
Frog,Minor toe loss,No bleeding,Normal movement,Normal appetite,Normal drinking,No
Frog,Minor eye watering,No discharge,Normal vision,Normal eating,Normal movement,No
Frog,Minor sneezing,No cough,Normal breathing,Normal eating,Normal movement,No
Frog,Minor skin discoloration,No lesions,Normal eating,Normal movement,Clear eyes,No
Frog,Minor skin peeling,No swelling,Normal eating,Normal movement,Normal skin,No
Frog,Minor mouth opening,No swelling,Normal eating,Normal movement,Normal breathing,No
Frog,Minor tail flicking,No swelling,Normal eating,Normal movement,Normal skin,No
Frog,Minor mouth chewing,No swelling,No redness,Normal eating,Normal drinking,No
Frog,Minor nose dryness,No cracking,No bleeding,Normal breathing,Normal eating,No
Camel,Seasonal shedding,Mild nasal discharge,Normal appetite,Clear eyes,Alert behavior,No
Camel,Soft stool,Minor skin dryness,No fever,Normal drinking,Healthy coat,No
Camel,Minor eye watering,Frequent chewing,Normal gait,No lameness,Normal urination,No
Camel,Mild sneezing,No cough,Normal eating,Normal rumination,Normal skin,No
Camel,Minor ear wax,No odor,Normal hearing,Normal play,Normal appetite,No
Camel,Minor dandruff,No itching,Normal grooming,Normal activity,Normal coat,No
Camel,Minor swelling at vaccination site,No pain,No redness,Normal eating,Normal play,No
Camel,Minor skin irritation,No redness,No swelling,Normal coat,Normal appetite,No
Camel,Minor limp after exercise,No swelling,No redness,Normal walking,Normal running,No
Camel,Minor tail flicking,No swelling,Normal eating,Normal movement,Normal coat,No
Donkey,Seasonal hair loss,Itchy skin,Mild sneezing,Occasional paw licking,Minor dandruff,No
Donkey,Reduced appetite,Soft stool,Minor eye discharge,Intermittent limp,Chewing legs,No
Donkey,Minor tartar buildup,Frequent yawning,Low energy after play,Excessive shedding,Minor skin redness,No
Donkey,Temporary limp after running,Quick recovery,No swelling,Minor skin irritation,Normal temperature,No
Donkey,Minor ear wax build-up,Occasional head shaking,Clear nasal discharge,Frequent stretching,Healthy appetite,No
Donkey,Minor skin scaly patch,No pain,No swelling,Frequent scratching,Normal drinking,No
Donkey,Minor watery eyes,No redness,No swelling,Clear nasal discharge,Normal appetite,No
Donkey,Frequent gentle sneezing,No cough,No fever,Clear eyes,Active,No
Donkey,Minor crusty eyelashes,No matting,No inflammation,Normal playfulness,Normal eating,No
Donkey,Minor reluctance to move,No lameness,No swelling,Normal appetite,Normal drinking,No
Rabbit,Frequent grooming,Hairballs,Occasional soft stool,No weight loss,Normal appetite,No
Rabbit,Minor gingivitis,No bleeding,No swelling,Normal eating,Normal drinking,No
Rabbit,Minor sneezing,No discharge,No fever,Normal play,Normal appetite,No
Rabbit,Minor bad breath,No tartar,No swelling,Normal eating,Normal grooming,No
Rabbit,Minor hair loss,No redness,No swelling,Normal grooming,Normal sleep,No
Rabbit,Minor swelling at vaccination site,No pain,No redness,Normal eating,Normal play,No
Rabbit,Minor skin scaly patch,No open wound,No pain,Normal coat,Normal grooming,No
Rabbit,Minor watery eyes,No discharge,No redness,Normal play,Normal eating,No
Rabbit,Minor skin irritation,No redness,No swelling,Normal coat,Normal appetite,No
Rabbit,Minor change in eating habits,No vomiting,No diarrhea,Normal weight,Normal drinking,No
Chicken,Clear nasal discharge,No fever,Normal eating,Normal drinking,Normal preening,No
Chicken,Slight limp after running,No swelling,No redness,Normal walking,Normal eating,No
Chicken,Minor swelling at injection site,No pain,No redness,Normal eating,Normal drinking,No
Chicken,Minor skin redness,Insect bite,No swelling,Normal feathers,Normal eating,No
Chicken,Minor decrease in appetite,Hot weather,No weight loss,Normal drinking,Normal preening,No
Chicken,Minor feather loss,Seasonal molt,No redness,Normal grooming,Normal eating,No
Chicken,Minor eye watering,Wind exposure,No discharge,Normal vision,Normal eating,No
Chicken,Minor change in behavior,No aggression,No pain,Normal appetite,Normal sleep,No
Chicken,Minor dandruff,No itching,No redness,Normal feathers,Normal eating,No
Chicken,Minor change in eating habits,No vomiting,No diarrhea,Normal weight,Normal drinking,No
Duck,Clear nasal discharge,No fever,Normal eating,Normal drinking,Normal preening,No
Duck,Slight limp after swimming,No swelling,No redness,Normal walking,Normal eating,No
Duck,Minor swelling at injection site,No pain,No redness,Normal eating,Normal drinking,No
Duck,Minor skin redness,Insect bite,No swelling,Normal feathers,Normal eating,No
Duck,Minor decrease in appetite,Hot weather,No weight loss,Normal drinking,Normal preening,No
Duck,Minor feather loss,Seasonal molt,No redness,Normal grooming,Normal eating,No
Duck,Minor eye watering,Wind exposure,No discharge,Normal vision,Normal eating,No
Duck,Minor change in behavior,No aggression,No pain,Normal appetite,Normal sleep,No
Duck,Minor dandruff,No itching,No redness,Normal feathers,Normal eating,No
Duck,Minor change in eating habits,No vomiting,No diarrhea,Normal weight,Normal drinking,No
Turkey,Clear nasal discharge,No fever,Normal eating,Normal drinking,Normal preening,No
Turkey,Slight limp after running,No swelling,No redness,Normal walking,Normal eating,No
Turkey,Minor swelling at injection site,No pain,No redness,Normal eating,Normal drinking,No
Turkey,Minor skin redness,Insect bite,No swelling,Normal feathers,Normal eating,No
Turkey,Minor decrease in appetite,Hot weather,No weight loss,Normal drinking,Normal preening,No
Turkey,Minor feather loss,Seasonal molt,No redness,Normal grooming,Normal eating,No
Turkey,Minor eye watering,Wind exposure,No discharge,Normal vision,Normal eating,No
Turkey,Minor change in behavior,No aggression,No pain,Normal appetite,Normal sleep,No
Turkey,Minor dandruff,No itching,No redness,Normal feathers,Normal eating,No
Turkey,Minor change in eating habits,No vomiting,No diarrhea,Normal weight,Normal drinking,No
Parrot,Seasonal molting,Minor feather picking,Clear nasal discharge,Normal appetite,Active,No
Parrot,Frequent preening,Minor sneezing,No discharge,Normal play,Normal eating,No
Parrot,Minor swelling at vaccination site,No pain,No redness,Normal eating,Normal play,No
Parrot,Minor skin irritation,No redness,No swelling,Normal feathers,Normal appetite,No
Parrot,Minor dandruff,No itching,No redness,Normal grooming,Normal activity,No
Parrot,Minor beak flaking,No pain,Normal eating,Normal drinking,Normal play,No
Parrot,Minor change in behavior,No aggression,Normal appetite,Normal sleep,Normal movement,No
Parrot,Minor watery eyes,No redness,No swelling,Normal vision,Normal eating,No
Parrot,Minor limp after flight,No swelling,No redness,Normal walking,Normal flying,No
Parrot,Minor feather loss,No redness,No swelling,Normal preening,Normal eating,No
Pigeon,Minor feather loss,Seasonal molt,No redness,Normal grooming,Normal eating,No
Pigeon,Minor eye watering,Wind exposure,No discharge,Normal vision,Normal eating,No
Pigeon,Minor change in behavior,No aggression,No pain,Normal appetite,Normal sleep,No
Pigeon,Minor dandruff,No itching,No redness,Normal feathers,Normal eating,No
Pigeon,Minor change in eating habits,No vomiting,No diarrhea,Normal weight,Normal drinking,No
Pigeon,Clear nasal discharge,No fever,Normal eating,Normal drinking,Normal preening,No
Pigeon,Slight limp after flying,No swelling,No redness,Normal walking,Normal eating,No
Pigeon,Minor swelling at injection site,No pain,No redness,Normal eating,Normal drinking,No
Pigeon,Minor skin redness,Insect bite,No swelling,Normal feathers,Normal eating,No
Pigeon,Minor decrease in appetite,Hot weather,No weight loss,Normal drinking,Normal preening,No
Fish,Minor fin fraying,No redness,Normal swimming,Normal appetite,Clear eyes,No
Fish,Minor scale loss,No lesions,Normal breathing,Normal color,Active,No
Fish,Minor gill movement,No swelling,Normal eating,Normal swimming,Normal color,No
Fish,Minor color fading,No spots,Normal feeding,Normal activity,Clear water,No
Fish,Minor mouth opening,No swelling,Normal eating,Normal swimming,Normal gills,No
Fish,Minor tail bending,No lesions,Normal swimming,Normal color,Normal appetite,No
Fish,Minor dorsal fin folding,No redness,Normal swimming,Normal eating,Clear water,No
Fish,Minor body twitching,No swelling,Normal breathing,Normal color,Normal feeding,No
Fish,Minor scale roughness,No lesions,Normal swimming,Normal appetite,Clear eyes,No
Fish,Minor gill flaring,No redness,Normal eating,Normal swimming,Normal color,No
Tortoise,Minor shell flaking,No pain,Normal eating,Normal movement,Clear eyes,No
Tortoise,Minor skin dryness,No redness,Normal shell,Normal appetite,Normal drinking,No
Tortoise,Minor eye watering,No discharge,Normal vision,Normal eating,Normal movement,No
Tortoise,Minor sneezing,No cough,Normal breathing,Normal eating,Normal movement,No
Tortoise,Minor shell discoloration,No lesions,Normal eating,Normal movement,Clear eyes,No
Tortoise,Minor skin peeling,No swelling,Normal eating,Normal movement,Normal shell,No
Tortoise,Minor beak overgrowth,No pain,Normal eating,Normal drinking,Normal movement,No
Tortoise,Minor shell scratching,No bleeding,Normal eating,Normal movement,Clear eyes,No
Tortoise,Minor tail flicking,No swelling,Normal eating,Normal movement,Normal shell,No
Tortoise,Minor mouth opening,No swelling,Normal eating,Normal movement,Normal breathing,No
GuineaPig,Minor hair thinning,No redness,Normal eating,Normal drinking,Active,No
GuineaPig,Minor sneezing,No discharge,Normal play,Normal eating,Normal grooming,No
GuineaPig,Minor dandruff,No itching,Normal grooming,Normal activity,Normal coat,No
GuineaPig,Minor swelling at vaccination site,No pain,No redness,Normal eating,Normal play,No
GuineaPig,Minor skin irritation,No redness,No swelling,Normal coat,Normal appetite,No
GuineaPig,Minor eye watering,No discharge,Normal vision,Normal eating,Normal movement,No
GuineaPig,Minor limp after running,No swelling,No redness,Normal walking,Normal eating,No
GuineaPig,Minor change in eating habits,No vomiting,No diarrhea,Normal weight,Normal drinking,No
GuineaPig,Minor tail flicking,No swelling,Normal eating,Normal movement,Normal coat,No
GuineaPig,Minor mouth chewing,No swelling,No redness,Normal eating,Normal drinking,No
Hamster,Minor hair thinning,No redness,Normal eating,Normal drinking,Active,No
Hamster,Minor sneezing,No discharge,Normal play,Normal eating,Normal grooming,No
Hamster,Minor dandruff,No itching,Normal grooming,Normal activity,Normal coat,No
Hamster,Minor swelling at vaccination site,No pain,No redness,Normal eating,Normal play,No
Hamster,Minor skin irritation,No redness,No swelling,Normal coat,Normal appetite,No
Hamster,Minor eye watering,No discharge,Normal vision,Normal eating,Normal movement,No
Hamster,Minor limp after running,No swelling,No redness,Normal walking,Normal eating,No
Hamster,Minor change in eating habits,No vomiting,No diarrhea,Normal weight,Normal drinking,No
Hamster,Minor tail flicking,No swelling,Normal eating,Normal movement,Normal coat,No
Hamster,Minor mouth chewing,No swelling,No redness,Normal eating,Normal drinking,No
Ferret,Minor hair thinning,No redness,Normal eating,Normal drinking,Active,No
Ferret,Minor sneezing,No discharge,Normal play,Normal eating,Normal grooming,No
Ferret,Minor dandruff,No itching,Normal grooming,Normal activity,Normal coat,No
Ferret,Minor swelling at vaccination site,No pain,No redness,Normal eating,Normal play,No
Ferret,Minor skin irritation,No redness,No swelling,Normal coat,Normal appetite,No
Ferret,Minor eye watering,No discharge,Normal vision,Normal eating,Normal movement,No
Ferret,Minor limp after running,No swelling,No redness,Normal walking,Normal eating,No
Ferret,Minor change in eating habits,No vomiting,No diarrhea,Normal weight,Normal drinking,No
Ferret,Minor tail flicking,No swelling,Normal eating,Normal movement,Normal coat,No
Ferret,Minor mouth chewing,No swelling,No redness,Normal eating,Normal drinking,No
Bee,Minor wing fraying,No mites,Normal flight,Active foraging,Normal hive entry,No
Bee,Minor hair loss,No parasites,Normal movement,Normal grooming,Normal feeding,No
Bee,Minor leg shaking,No swelling,Normal walking,Normal foraging,Normal hive return,No
Bee,Minor abdomen spots,No swelling,Normal eating,Normal movement,Normal hive activity,No
Bee,Minor antenna twitching,No redness,Normal flight,Normal feeding,Normal grooming,No
Bee,Minor wing vibration,No mites,Normal grooming,Normal foraging,Normal movement,No
Bee,Minor pollen loss,No swelling,Normal eating,Normal movement,Normal hive entry,No
Bee,Minor mouth cleaning,No swelling,Normal eating,Normal movement,Normal grooming,No
Bee,Minor hive debris,No mites,Normal flight,Normal foraging,Normal hive entry,No
Bee,Minor comb scratching,No swelling,Normal eating,Normal movement,Normal hive activity,No
Shrimp,Minor shell discoloration,No lesions,Normal swimming,Normal eating,Active,No
Shrimp,Minor tail bending,No lesions,Normal swimming,Normal color,Normal appetite,No
Shrimp,Minor antenna twitching,No redness,Normal eating,Normal swimming,Normal color,No
Shrimp,Minor leg movement,No swelling,Normal eating,Normal swimming,Normal shell,No
Shrimp,Minor gill movement,No redness,Normal eating,Normal swimming,Normal color,No
Shrimp,Minor shell flaking,No pain,Normal eating,Normal movement,Normal color,No
Shrimp,Minor eye movement,No swelling,Normal eating,Normal swimming,Normal shell,No
Shrimp,Minor tail flicking,No swelling,Normal eating,Normal movement,Normal shell,No
Shrimp,Minor mouth opening,No swelling,Normal eating,Normal swimming,Normal gills,No
Shrimp,Minor body twitching,No swelling,Normal breathing,Normal color,Normal feeding,No
Crab,Minor shell flaking,No pain,Normal eating,Normal movement,Clear eyes,No
Crab,Minor leg twitching,No swelling,Normal walking,Normal eating,Normal shell,No
Crab,Minor eye movement,No discharge,Normal vision,Normal eating,Normal movement,No
Crab,Minor claw movement,No swelling,Normal eating,Normal movement,Normal shell,No
Crab,Minor shell discoloration,No lesions,Normal eating,Normal movement,Clear eyes,No
Crab,Minor antenna twitching,No redness,Normal eating,Normal movement,Normal shell,No
Crab,Minor tail flicking,No swelling,Normal eating,Normal movement,Normal shell,No
Crab,Minor mouth opening,No swelling,Normal eating,Normal movement,Normal breathing,No
Crab,Minor body twitching,No swelling,Normal breathing,Normal color,Normal feeding,No
Crab,Minor shell scratching,No bleeding,Normal eating,Normal movement,Clear eyes,No
Turtle,Minor shell flaking,No pain,Normal eating,Normal movement,Clear eyes,No
Turtle,Minor skin dryness,No redness,Normal shell,Normal appetite,Normal drinking,No
Turtle,Minor eye watering,No discharge,Normal vision,Normal eating,Normal movement,No
Turtle,Minor sneezing,No cough,Normal breathing,Normal eating,Normal movement,No
Turtle,Minor shell discoloration,No lesions,Normal eating,Normal movement,Clear eyes,No
Turtle,Minor skin peeling,No swelling,Normal eating,Normal movement,Normal shell,No
Turtle,Minor beak overgrowth,No pain,Normal eating,Normal drinking,Normal movement,No
Turtle,Minor shell scratching,No bleeding,Normal eating,Normal movement,Clear eyes,No
